# Age (kyr)	GMGSL (m)Miller et al. (2024)
25.441000	50.7532
25.443000	45.2399
25.446000	40.9127
25.450000	35.3737
25.454000	43.2531
25.458000	39.8630
25.462000	40.3086
25.466000	44.3603
25.470000	33.4934
25.474000	44.2900
25.478000	45.5305
25.478000	40.3919
25.482000	38.0896
25.482000	35.5167
25.486000	40.2473
25.486000	39.8179
25.490000	41.8674
25.490000	41.2222
25.492000	40.4711
25.495000	39.6515
25.495000	39.2205
25.500000	36.4800
25.504000	40.5576
25.508000	39.2834
25.513000	41.4075
25.517000	38.9038
25.521000	39.3309
25.525000	43.4401
25.529000	44.1200
25.533000	39.5703
25.533000	41.1064
25.537000	35.3664
25.541000	44.9328
25.545000	36.9476
25.549000	37.1210
25.553000	37.5430
25.558000	45.4249
25.562000	41.3685
25.566000	45.3034
25.570000	43.9883
25.575000	47.1756
25.578000	43.8592
25.582000	37.7402
25.590000	39.3586
25.627000	43.8462
25.631000	41.4608
25.635000	46.3152
25.639000	44.1868
25.643000	46.2078
25.647000	45.1146
25.652000	49.2196
25.656000	33.5046
25.660000	44.6825
25.663000	44.1205
25.666000	30.7115
25.669000	34.0709
25.672000	49.7875
25.675000	40.0252
25.678000	37.0888
25.681000	39.6820
25.684000	39.9068
25.687000	47.0459
25.687000	35.3795
25.690000	34.5450
25.693000	40.8530
25.697000	46.3687
25.700000	46.8695
25.703000	47.1063
25.706000	42.8302
25.709000	40.9396
25.712000	44.3653
25.715000	47.5306
25.718000	38.7172
25.719000	42.7023
25.721000	33.3568
25.724000	36.5231
25.727000	38.3600
25.730000	38.3311
25.733000	37.7684
25.736000	40.9479
25.739000	44.9337
25.742000	39.0243
25.745000	42.4789
25.748000	38.9740
25.750000	33.0639
25.751000	37.6100
25.755000	42.4034
25.758000	32.9946
25.761000	45.3119
25.764000	35.0929
25.767000	39.9030
25.770000	36.9278
25.773000	39.3246
25.775000	39.0425
25.775000	39.0425
25.776000	36.6170
25.780000	41.1606
25.784000	37.1015
25.788000	37.0761
25.793000	35.4303
25.795000	33.8028
25.797000	37.2903
25.801000	32.1503
25.806000	34.8139
25.810000	39.6411
25.814000	30.9955
25.818000	38.5204
25.823000	36.0676
25.827000	46.5640
25.831000	41.6899
25.835000	36.2747
25.838000	31.9424
25.840000	34.0905
25.844000	35.4191
25.848000	31.8897
25.853000	29.1635
25.857000	35.6226
25.861000	33.9815
25.866000	38.0074
25.870000	36.0955
25.875000	42.2852
25.879000	37.6697
25.882000	31.9760
25.883000	35.7557
25.884000	30.8830
25.888000	30.0483
25.893000	31.6415
25.898000	34.8588
25.902000	35.3764
25.904000	39.9673
25.907000	40.2209
25.911000	32.6118
25.916000	27.1578
25.921000	34.1716
25.925000	31.4314
25.928000	17.5698
25.930000	30.0377
25.934000	34.6233
25.938000	36.7675
25.942000	27.7688
25.946000	38.8848
25.948000	34.7900
25.950000	26.8833
25.954000	35.5593
25.957000	33.0840
25.961000	27.0541
25.965000	30.5610
25.967000	25.0867
25.969000	29.7055
25.973000	32.6711
25.976000	37.2881
25.979000	44.6432
25.982000	44.3479
25.984000	32.5684
25.986000	42.6762
25.989000	39.3667
25.992000	34.1351
25.995000	36.2998
25.998000	42.5818
26.000000	41.7425
26.001000	42.2847
26.005000	37.8621
26.008000	43.3367
26.011000	43.8670
26.014000	36.6912
26.016000	30.3420
26.017000	27.5784
26.020000	46.0123
26.022000	34.9718
26.023000	43.7876
26.028000	36.5765
26.031000	34.4797
26.032000	27.4250
26.034000	36.3884
26.037000	43.4170
26.040000	34.8156
26.044000	37.6897
26.047000	36.5564
26.050000	34.3119
26.053000	34.2854
26.056000	38.5648
26.059000	34.3714
26.063000	39.6229
26.066000	44.8905
26.067000	36.5293
26.069000	40.9708
26.072000	37.6035
26.075000	41.2068
26.078000	40.9065
26.081000	42.8408
26.085000	43.6532
26.088000	43.3543
26.093000	43.3224
26.097000	44.4186
26.102000	41.5821
26.104000	34.5499
26.107000	39.5829
26.112000	41.7984
26.116000	35.2996
26.121000	34.6983
26.126000	30.4299
26.131000	37.1635
26.137000	36.8394
26.141000	34.8317
26.144000	32.8288
26.146000	27.1510
26.148000	37.3302
26.151000	29.9417
26.155000	32.1783
26.158000	27.6150
26.161000	39.5148
26.165000	29.5448
26.168000	34.3538
26.172000	36.8858
26.175000	38.0044
26.178000	32.8576
26.179000	32.8501
26.181000	39.9603
26.184000	35.9493
26.187000	41.9205
26.189000	35.9144
26.192000	31.8946
26.195000	39.8730
26.198000	27.5577
26.201000	28.1033
26.204000	34.6618
26.207000	39.2227
26.208000	20.0177
26.210000	38.6293
26.212000	33.1665
26.215000	37.1597
26.218000	30.2458
26.221000	30.2187
26.224000	29.9038
26.227000	36.2060
26.230000	47.9877
26.233000	39.6154
26.235000	32.9699
26.237000	32.3748
26.238000	34.6735
26.241000	33.4920
26.244000	33.1750
26.247000	31.1221
26.250000	39.4839
26.253000	28.4530
26.255000	24.3729
26.258000	30.7158
26.261000	34.4564
26.264000	29.1955
26.267000	28.8686
26.270000	31.1604
26.273000	25.0057
26.274000	24.9917
26.276000	33.7134
26.279000	24.6282
26.283000	30.4161
26.289000	24.4767
26.293000	28.2276
26.296000	22.8956
26.300000	36.6549
26.303000	35.1458
26.306000	31.5681
26.310000	19.3973
26.313000	30.2816
26.316000	32.6039
26.320000	27.7966
26.323000	28.6358
26.326000	34.2372
26.330000	32.3889
26.333000	33.5349
26.337000	21.5069
26.341000	22.6176
26.343000	26.1747
26.347000	24.2900
26.350000	30.5498
26.354000	24.1388
26.357000	26.1888
26.360000	30.0619
26.364000	37.8759
26.367000	28.7113
26.372000	43.5494
26.376000	23.4856
26.381000	35.4743
26.385000	23.4247
26.390000	29.1601
26.394000	45.4523
26.399000	35.4821
26.403000	41.0078
26.408000	38.4481
26.411000	41.2143
26.415000	33.0222
26.418000	18.8519
26.419000	36.0884
26.421000	32.2847
26.425000	33.1560
26.428000	41.4687
26.431000	22.2940
26.434000	22.2198
26.438000	12.9063
26.440000	20.7993
26.444000	29.3105
26.446000	20.0085
26.448000	16.4393
26.451000	26.2890
26.452000	23.0613
26.458000	20.9901
26.459000	15.6514
26.461000	30.9139
26.464000	23.1057
26.465000	25.0228
26.471000	17.7547
26.477000	9.4571
26.481000	29.2565
26.483000	17.7764
26.487000	30.7888
26.489000	25.1764
26.490000	30.4107
26.495000	20.9403
26.497000	41.1783
26.500000	42.8012
26.501000	14.0319
26.504000	38.7929
26.507000	23.1678
26.510000	18.7878
26.515000	13.0110
26.521000	14.1991
26.523000	10.3005
26.524000	23.1734
26.531000	9.2537
26.533000	17.2836
26.538000	22.5805
26.540000	15.4463
26.542000	24.5394
26.547000	31.9213
26.548000	19.0091
26.552000	29.6488
26.556000	25.3348
26.557000	13.0410
26.561000	32.0944
26.566000	18.4175
26.571000	26.1418
26.576000	26.7450
26.576000	20.2956
26.576000	11.2665
26.581000	35.6688
26.585000	25.6050
26.586000	32.8571
26.590000	29.5244
26.594000	16.2251
26.595000	28.5994
26.600000	28.7160
26.603000	23.1032
26.605000	24.8208
26.610000	28.7793
26.615000	23.4673
26.619000	31.8426
26.622000	33.7486
26.624000	34.2596
26.629000	37.5691
26.630000	22.5704
26.645000	12.4435
26.647000	21.4683
26.655000	16.0221
26.664000	15.4734
26.672000	22.0518
26.681000	13.6663
26.689000	2.7165
26.697000	15.9613
26.705000	14.7605
26.713000	10.4578
26.721000	7.9574
26.727000	11.1527
26.729000	7.0924
26.737000	9.1628
26.745000	12.3519
26.753000	6.6936
26.761000	-3.4399
26.768000	12.3915
26.769000	1.2332
26.777000	9.2864
26.785000	13.6505
26.793000	7.5577
26.801000	12.3210
26.809000	6.7674
26.815000	9.1345
26.821000	13.2099
26.827000	13.7103
26.833000	14.4041
26.838000	29.3180
26.839000	18.3232
26.845000	23.3927
26.850000	1.1424
26.856000	6.7791
26.869000	24.9436
26.871000	18.4565
26.878000	15.5539
26.885000	7.6935
26.893000	2.6872
26.900000	0.9344
26.907000	1.8596
26.914000	6.7986
26.921000	6.7811
26.927000	27.7495
26.934000	16.6750
26.939000	16.6682
26.941000	22.5713
26.947000	22.7528
26.954000	19.3214
26.961000	17.0398
26.969000	19.3212
26.976000	23.1154
26.983000	17.8190
26.990000	23.4991
26.998000	34.4434
27.005000	26.5357
27.011000	14.1457
27.012000	19.4134
27.015000	25.0605
27.020000	14.5770
27.021000	17.3952
27.027000	9.7575
27.030000	9.0344
27.034000	7.9486
27.039000	23.2847
27.041000	2.0508
27.047000	3.5462
27.049000	11.4375
27.056000	8.7191
27.058000	13.3726
27.063000	13.2315
27.071000	17.9171
27.078000	21.6527
27.085000	23.5355
27.093000	12.6029
27.095000	8.9657
27.100000	14.5021
27.105000	10.5432
27.110000	12.0562
27.115000	16.8316
27.122000	13.2766
27.126000	3.1974
27.136000	11.9880
27.144000	14.5919
27.152000	23.6224
27.154000	23.9936
27.160000	7.9733
27.167000	13.3984
27.175000	19.8670
27.183000	25.2349
27.191000	27.0408
27.193000	17.5230
27.195000	17.1847
27.198000	11.3935
27.206000	15.5022
27.210000	17.2841
27.214000	19.0607
27.220000	11.3882
27.225000	22.6092
27.227000	25.4118
27.231000	22.2790
27.242000	25.0940
27.249000	19.5370
27.255000	35.8813
27.257000	33.0996
27.262000	32.4006
27.269000	31.3523
27.276000	12.9798
27.282000	15.0597
27.289000	34.4330
27.291000	38.2332
27.296000	17.1263
27.302000	19.1913
27.309000	13.6502
27.312000	33.6772
27.316000	14.6720
27.323000	10.8575
27.330000	14.6349
27.337000	21.8587
27.344000	24.9383
27.351000	28.7056
27.366000	12.7754
27.373000	31.0265
27.380000	23.4046
27.385000	36.4921
27.387000	36.1380
27.394000	20.2291
27.396000	29.8832
27.402000	8.4474
27.412000	18.0570
27.421000	21.1128
27.425000	23.1628
27.430000	16.9065
27.439000	19.2679
27.442000	19.5937
27.448000	20.5912
27.458000	19.4793
27.462000	14.2436
27.463000	23.9540
27.468000	36.0750
27.473000	26.6632
27.474000	27.6991
27.478000	20.0199
27.483000	31.4668
27.487000	30.0481
27.488000	36.1381
27.493000	22.6862
27.498000	11.6118
27.498000	8.3382
27.503000	15.7944
27.508000	20.1170
27.511000	26.7373
27.513000	13.0736
27.519000	11.6098
27.527000	21.1162
27.529000	31.5150
27.534000	15.6632
27.543000	19.6206
27.545000	31.4069
27.549000	17.9760
27.552000	23.4173
27.556000	20.5559
27.558000	15.4114
27.563000	7.9254
27.565000	12.1495
27.566000	8.5960
27.569000	15.6479
27.573000	24.8303
27.576000	22.6747
27.581000	14.6306
27.583000	18.8182
27.587000	13.6748
27.590000	19.8778
27.594000	25.7261
27.598000	20.3377
27.601000	15.4851
27.606000	15.0749
27.612000	16.2665
27.618000	9.3859
27.624000	21.5400
27.631000	26.8842
27.636000	15.6712
27.645000	4.0222
27.654000	13.3337
27.664000	21.2296
27.673000	21.7144
27.683000	20.3775
27.691000	14.1265
27.701000	0.5384
27.709000	5.6003
27.717000	13.9766
27.718000	0.0500
27.726000	11.1871
27.735000	38.8586
27.736000	19.4065
27.743000	38.1144
27.745000	16.4471
27.751000	30.0253
27.754000	25.9810
27.760000	27.0767
27.763000	26.3394
27.768000	28.1734
27.776000	22.6605
27.785000	25.6008
27.793000	28.3586
27.797000	9.4607
27.801000	32.9508
27.807000	5.4506
27.814000	16.8349
27.820000	13.7373
27.826000	8.8154
27.828000	17.9715
27.833000	26.3980
27.858000	15.1579
27.861000	17.3563
27.864000	3.1664
27.873000	13.0404
27.881000	4.7246
27.890000	14.3909
27.898000	7.0016
27.902000	10.6448
27.907000	6.5105
27.915000	5.6534
27.924000	2.4587
27.932000	16.9227
27.941000	19.4775
27.949000	16.2711
27.958000	29.9463
27.964000	19.1995
27.970000	26.0278
27.976000	25.6845
27.977000	21.3923
27.979000	18.5363
27.982000	19.9775
27.987000	19.6371
27.993000	18.2296
27.999000	19.6784
28.005000	20.0455
28.008000	5.0902
28.011000	20.7659
28.023000	15.0972
28.028000	26.1146
28.037000	24.3476
28.040000	25.0590
28.046000	11.0839
28.052000	17.2915
28.057000	31.0798
28.063000	29.6682
28.065000	30.7269
28.066000	22.9683
28.069000	34.9568
28.080000	30.3772
28.092000	17.7482
28.095000	18.4583
28.098000	20.2192
28.103000	31.4848
28.103000	26.8846
28.109000	36.3345
28.115000	9.7843
28.121000	21.6748
28.124000	24.1228
28.126000	28.3087
28.134000	31.1013
28.141000	31.1056
28.148000	12.0316
28.156000	17.7644
28.156000	25.2288
28.159000	24.5426
28.163000	19.0186
28.170000	29.7452
28.178000	41.8178
28.185000	31.6542
28.192000	10.5225
28.196000	24.6219
28.200000	19.8266
28.207000	34.4099
28.208000	23.9617
28.215000	18.8451
28.221000	20.7427
28.222000	20.5745
28.227000	16.1505
28.229000	32.1932
28.231000	13.7764
28.236000	31.1734
28.240000	13.4683
28.243000	32.5380
28.246000	16.8906
28.249000	14.1787
28.256000	7.7468
28.260000	23.3748
28.263000	11.5044
28.269000	11.5213
28.275000	15.6006
28.282000	18.3194
28.289000	11.9018
28.295000	13.2614
28.301000	17.9948
28.308000	19.0078
28.314000	15.6314
28.320000	25.4099
28.327000	16.9707
28.333000	19.6594
28.339000	31.4464
28.345000	40.8707
28.352000	32.7640
28.358000	28.3657
28.363000	13.5162
28.364000	26.6621
28.370000	25.9680
28.377000	14.4723
28.382000	23.5616
28.386000	28.2711
28.391000	28.5890
28.392000	23.8565
28.396000	32.6230
28.401000	17.3920
28.415000	22.3897
28.418000	28.4700
28.420000	11.5206
28.425000	28.0972
28.430000	35.1969
28.435000	27.3680
28.439000	19.1939
28.440000	20.5465
28.445000	22.8950
28.449000	16.0657
28.454000	27.6082
28.459000	21.1059
28.463000	27.9016
28.464000	23.4617
28.468000	25.8272
28.473000	18.6243
28.479000	25.7661
28.487000	30.1751
28.496000	19.1549
28.497000	29.7863
28.504000	23.2264
28.522000	35.0207
28.531000	9.6145
28.541000	17.4956
28.545000	19.5489
28.549000	15.7167
28.557000	39.6039
28.564000	29.1727
28.572000	30.5368
28.579000	28.7743
28.586000	17.9431
28.594000	11.6177
28.596000	17.8922
28.604000	22.3989
28.607000	31.1352
28.613000	22.7115
28.625000	21.9595
28.628000	22.6492
28.633000	20.1668
28.634000	20.5138
28.639000	22.9548
28.642000	22.9422
28.644000	18.7145
28.644000	13.4195
28.647000	11.6381
28.650000	35.9618
28.656000	26.2378
28.661000	13.6667
28.667000	13.2742
28.672000	11.1147
28.678000	16.3949
28.684000	19.9117
28.689000	18.1058
28.692000	13.4601
28.693000	5.6194
28.695000	15.2204
28.701000	21.9585
28.706000	24.4330
28.712000	23.6900
28.717000	28.3213
28.720000	17.5590
28.723000	19.6918
28.729000	24.6850
28.734000	19.6273
28.741000	12.7415
28.747000	8.7274
28.751000	18.4438
28.754000	19.8710
28.761000	13.6761
28.767000	18.7089
28.774000	14.6726
28.780000	14.9959
28.783000	23.7119
28.787000	21.1439
28.793000	20.3848
28.800000	18.5232
28.806000	11.5399
28.813000	23.2220
28.816000	23.9442
28.819000	14.9441
28.826000	20.9710
28.832000	13.2243
28.839000	23.1354
28.845000	9.4785
28.848000	14.9972
28.851000	16.8316
28.857000	24.5693
28.863000	14.2104
28.869000	9.0172
28.875000	15.6632
28.878000	14.5478
28.881000	13.4327
28.887000	-2.8731
28.893000	10.4577
28.899000	-5.4805
28.906000	10.4599
28.908000	20.0994
28.909000	13.0577
28.912000	15.2856
28.914000	18.9953
28.918000	8.9954
28.921000	13.8201
28.924000	20.1268
28.927000	25.5063
28.931000	18.6640
28.933000	17.1890
28.936000	21.6423
28.946000	32.0348
28.953000	23.9268
28.960000	7.7191
28.967000	23.9955
28.970000	24.7491
28.974000	22.9314
28.981000	8.6443
28.988000	11.1040
28.995000	8.8007
29.002000	20.2235
29.005000	22.0891
29.015000	8.0329
29.022000	19.0555
29.028000	40.5167
29.035000	32.9892
29.038000	24.3662
29.041000	8.9200
29.047000	7.6140
29.054000	16.1950
29.060000	19.7093
29.067000	18.7736
29.070000	16.3438
29.073000	14.9871
29.080000	23.6362
29.086000	13.8680
29.099000	31.7045
29.103000	26.8696
29.105000	30.7489
29.109000	18.9601
29.114000	10.3811
29.118000	9.7976
29.122000	9.2178
29.125000	17.2534
29.127000	13.5045
29.131000	13.9556
29.135000	14.4058
29.140000	16.2526
29.144000	25.2480
29.146000	26.6563
29.147000	26.6765
29.153000	21.6939
29.158000	3.8261
29.162000	25.6282
29.166000	22.6737
29.169000	32.1853
29.171000	22.4531
29.175000	13.1375
29.180000	15.6282
29.184000	5.0405
29.188000	10.5134
29.191000	31.9179
29.197000	15.4384
29.202000	12.9336
29.206000	16.6853
29.210000	36.5591
29.213000	27.7318
29.215000	32.7017
29.216000	33.3771
29.220000	25.5930
29.225000	31.2604
29.230000	38.8491
29.235000	35.0337
29.238000	26.0159
29.240000	20.8849
29.245000	30.0543
29.250000	18.9011
29.255000	22.0902
29.260000	27.2341
29.269000	18.4870
29.274000	15.7785
29.280000	27.0263
29.282000	24.0764
29.284000	24.9172
29.289000	26.6183
29.294000	27.3702
29.298000	29.6575
29.299000	22.1821
29.303000	36.6320
29.304000	34.3670
29.307000	24.2720
29.309000	29.6055
29.312000	30.2969
29.314000	32.0467
29.316000	30.0815
29.320000	40.9734
29.325000	49.0554
29.326000	40.1544
29.329000	32.8449
29.333000	33.2404
29.338000	40.3689
29.342000	44.7018
29.347000	51.1506
29.348000	46.3104
29.351000	46.6566
29.355000	28.2962
29.360000	23.0066
29.362000	33.5869
29.364000	27.3264
29.369000	25.3630
29.370000	33.7674
29.371000	26.3153
29.373000	24.2791
29.379000	30.1021
29.386000	24.3503
29.392000	37.2134
29.399000	26.6274
29.401000	29.7640
29.406000	31.0595
29.414000	29.2122
29.422000	18.1012
29.429000	29.0066
29.436000	32.3441
29.440000	30.7120
29.444000	40.8312
29.451000	38.3861
29.458000	46.1934
29.459000	35.9774
29.464000	37.6343
29.466000	49.1395
29.469000	38.7161
29.471000	30.8427
29.473000	41.3264
29.477000	33.5051
29.481000	34.7079
29.484000	40.0979
29.490000	36.5540
29.491000	35.1720
29.499000	28.3387
29.504000	28.7144
29.506000	33.6308
29.506000	46.2737
29.513000	24.9960
29.520000	39.7916
29.528000	41.5477
29.540000	32.3226
29.542000	36.4719
29.550000	37.1039
29.557000	34.1513
29.564000	32.8404
29.571000	32.8912
29.577000	30.4651
29.579000	30.7495
29.586000	38.7127
29.593000	36.2731
29.601000	34.0991
29.608000	36.2926
29.609000	36.8403
29.612000	40.9481
29.615000	29.1650
29.616000	36.8363
29.620000	48.6218
29.623000	45.0554
29.626000	31.0537
29.630000	31.7247
29.634000	33.4940
29.638000	38.4288
29.641000	39.6562
29.644000	46.1208
29.648000	23.0736
29.652000	32.0124
29.653000	35.5968
29.656000	56.0403
29.663000	25.8300
29.671000	39.6364
29.680000	29.2607
29.688000	30.0094
29.697000	33.2725
29.699000	36.6212
29.706000	32.3314
29.714000	41.8472
29.721000	36.9768
29.735000	37.2781
29.735000	44.8241
29.738000	43.9488
29.741000	52.2186
29.748000	41.8756
29.753000	43.9936
29.758000	23.6598
29.763000	32.9635
29.765000	30.7752
29.767000	31.3297
29.772000	35.3279
29.777000	33.6828
29.782000	35.2320
29.787000	32.5614
29.789000	46.5458
29.796000	40.3700
29.801000	24.5037
29.806000	37.3658
29.811000	40.2717
29.813000	37.0188
29.816000	43.0426
29.820000	34.6044
29.825000	41.9630
29.830000	46.3853
29.838000	41.8998
29.842000	35.6282
29.846000	23.3756
29.848000	43.0489
29.852000	34.3680
29.855000	34.9463
29.856000	29.5539
29.859000	34.3221
29.863000	36.3963
29.871000	28.8351
29.880000	29.0693
29.884000	33.4193
29.889000	27.6451
29.893000	35.3379
29.897000	25.3145
29.906000	25.8552
29.911000	23.0803
29.915000	32.0407
29.918000	18.4514
29.922000	31.3957
29.925000	27.4075
29.929000	27.0778
29.932000	31.8069
29.936000	34.0883
29.939000	34.2305
29.943000	23.3628
29.944000	31.7544
29.946000	32.6683
29.950000	21.7793
29.953000	36.6454
29.957000	30.0062
29.960000	41.5640
29.964000	34.7642
29.967000	38.4649
29.970000	32.4272
29.974000	25.1372
29.977000	24.5024
29.979000	24.8022
29.981000	35.0287
29.984000	28.1922
29.988000	34.3910
29.991000	28.9940
29.995000	34.0635
29.998000	22.8438
30.002000	29.9818
30.005000	25.5850
30.009000	27.4163
30.012000	29.5735
30.014000	32.9934
30.016000	33.6017
30.019000	37.3320
30.023000	29.4707
30.026000	28.1896
30.029000	29.4162
30.033000	28.1249
30.036000	33.4376
30.040000	30.2625
30.043000	27.4064
30.047000	18.8714
30.051000	23.8709
30.054000	24.4738
30.058000	18.7599
30.062000	23.1405
30.066000	27.8440
30.069000	27.5046
30.073000	20.1994
30.077000	25.8614
30.080000	31.5381
30.084000	17.5715
30.086000	27.6960
30.088000	25.1462
30.092000	25.4350
30.095000	28.2704
30.099000	23.1656
30.103000	24.4094
30.107000	18.9819
30.111000	30.0826
30.114000	24.9787
30.118000	23.3659
30.122000	29.0728
30.124000	30.9732
30.125000	23.9655
30.129000	26.1750
30.133000	28.7054
30.137000	26.1407
30.140000	18.8006
30.144000	30.8946
30.148000	25.1447
30.152000	26.7261
30.155000	26.3989
30.159000	31.1705
30.161000	39.1355
30.163000	32.4366
30.167000	34.6601
30.170000	32.4234
30.174000	29.8674
30.178000	30.5000
30.182000	29.5404
30.185000	35.9097
30.189000	33.9957
30.193000	38.4514
30.197000	42.5869
30.198000	37.8124
30.201000	33.0393
30.204000	28.9059
30.208000	40.3552
30.212000	28.5983
30.215000	27.9683
30.218000	29.2444
30.221000	31.4723
30.223000	38.4558
30.226000	25.4576
30.229000	29.2710
30.231000	26.4253
30.232000	36.8825
30.235000	28.3395
30.238000	32.7801
30.241000	30.8914
30.244000	23.9489
30.246000	19.5364
30.249000	25.8693
30.252000	34.7185
30.255000	30.9452
30.258000	31.9035
30.259000	36.3174
30.261000	23.5739
30.264000	21.2343
30.267000	19.0563
30.269000	25.6704
30.272000	26.9460
30.275000	30.1022
30.278000	33.2537
30.281000	34.2084
30.284000	34.8490
30.288000	29.5560
30.290000	29.2570
30.292000	28.9585
30.297000	25.8772
